lat,lon,value,tooltip
44.867013,-93.42557,0.000921517432038,"55344 - 12 companies - Digital River, HighJump Software, Ingenix, JobDig, Konnected Interactive, ... - 0.000921517432038 per person"
44.915413,-93.48443,0.000134970981239,"55345 - 3 companies - RELYmedia, SEO Google Marketing, Wireless Ronin Technologies - 0.000134970981239 per person"
39.700561,-75.7431,7.17360114778e-05,"19711 - 4 companies - ION-E Group, Quantum Leap Innovations, SevOne, Wilmington Professional Associates - 7.17360114778e-05 per person"
44.831413,-93.46031,8.34028356964e-05,"55347 - 2 companies - Kroll Ontrack, VisionMedia - 8.34028356964e-05 per person"
44.921599,-93.40857,0.000408580183861,"55343 - 10 companies - Amcom Software, Anulex, BroadSign, Cardiac Concepts, Digi International, ... - 0.000408580183861 per person"
36.329026,-92.35781,3.7723037459e-05,72653 - 1 company - Wharton Website Design and Marketing - 3.7723037459e-05 per person
42.357903,-71.06408,0.00203134068485,"02108 - 7 companies - Going, Kala Pharmaceuticals, Optaros, SiteSpect, thoughtbot, ... - 0.00203134068485 per person"
42.361477,-71.05417,0.00408401400233,"02109 - 14 companies - Above the Fold, Convasis, eegoes, Fluent Mobile, Insight Guru, ... - 0.00408401400233 per person"
33.602823,-117.71295,0.000103592591058,"92653 - 5 companies - Allied Schools, Centercode, Lonestar Heart, Repeater Store, SpeedTax - 0.000103592591058 per person"
30.343407,-81.40949,3.93731789905e-05,32233 - 1 company - Yovia - 3.93731789905e-05 per person
33.535325,-117.77192,0.000357341380132,"92651 - 9 companies - Advanced Cardiac Therapeutics, HotClickVideo, Insigniam Performance, Kijubi, Makena Technologies, ... - 0.000357341380132 per person"
33.581533,-117.72474,0.000776284508272,"92656 - 32 companies - Buy.com, Cianna Medical, Clarient, Darby Corporate Solutions, DATAllegro, ... - 0.000776284508272 per person"
28.528789,-81.47863,9.55809730143e-05,"32835 - 3 companies - JobNab, Kinal Corp, Three Stars - 9.55809730143e-05 per person"
40.092941,-75.37525,0.000730827205043,"19406 - 16 companies - American Reading Company, Beyond.com, CentriServ, Contour Data Solutions, GreenLink Networks, ... - 0.000730827205043 per person"
40.146069,-75.38378,4.80827022479e-05,"19403 - 2 companies - Really Strategies, Tengion - 4.80827022479e-05 per person"
44.880435,-93.4869,5.58035714286e-05,55346 - 1 company - Two Fish - 5.58035714286e-05 per person
26.094665,-80.17987,4.43901897681e-05,"33312 - 2 companies - Kloud Mobile, Simply Ideas - 4.43901897681e-05 per person"
30.011517,-90.16245,5.14853524172e-05,70002 - 1 company - ReadSoft - 5.14853524172e-05 per person
28.127973,-82.36123,7.6074553062e-05,"33647 - 2 companies - e Win Win , Laxai Pharma - 7.6074553062e-05 per person"
30.431283,-84.26903,3.69590124552e-05,32301 - 1 company - Coaxis International - 3.69590124552e-05 per person
30.531677,-84.16049,2.21645942771e-05,32308 - 1 company - Learn Something - 2.21645942771e-05 per person
42.630915,-71.33238,0.000269987513078,"01851 - 8 companies - Acopia Networks, BitWave, Centive, Dimdim, Litle & Co, ... - 0.000269987513078 per person"
42.269845,-71.61408,0.000444345700955,"01581 - 8 companies - Aternity, Chitika, ExaGrid Systems, GenomeQuest, Optasite, ... - 0.000444345700955 per person"
44.048931,-92.49459,2.36848961417e-05,55901 - 1 company - Hardcore Computer - 2.36848961417e-05 per person
35.228649,-97.45629,4.49539222297e-05,73069 - 1 company - nodes - 4.49539222297e-05 per person
42.649758,-71.33348,7.46630828387e-05,"01854 - 2 companies - Kadient, UMass Lowell - 7.46630828387e-05 per person"
25.864773,-80.30069,1.33425841917e-05,33012 - 1 company - Logisuite - 1.33425841917e-05 per person
41.909147,-72.45026,0.00015487068298,"06029 - 2 companies - Accu-Time Systems, Data Integrity - 0.00015487068298 per person"
35.382213,-79.92418,0.000124100273021,27371 - 1 company - Greenbriar Designs - 0.000124100273021 per person
42.061427,-71.24232,0.000184660839591,"02035 - 3 companies - Axeda, Play Hard Sports, Quick Hit - 0.000184660839591 per person"
41.047996,-73.96215,0.000179211469534,10962 - 1 company - Core Dynamics - 0.000179211469534 per person
34.639682,-120.4471,1.93289005721e-05,93436 - 1 company - Mind Taffy Design - 1.93289005721e-05 per person
41.089746,-73.9258,6.80874242527e-05,10960 - 1 company - Flatworld - 6.80874242527e-05 per person
41.832842,-72.92526,0.000442477876106,"06022 - 2 companies - CoolSpotter, Fanzter - 0.000442477876106 per person"
42.089104,-71.4069,0.00010148849797,"02038 - 3 companies - Echo Therapeutics, Serendeputy, TBG Security - 0.00010148849797 per person"
28.598677,-81.35594,0.000210402289177,"32789 - 5 companies - Bison Optical Disc, Bonnier Corporation, Highwinds, Quest National Services, Software Techniques - 0.000210402289177 per person"
33.588486,-85.1062,3.06175561067e-05,30117 - 1 company - Greenway Medical Technologies - 3.06175561067e-05 per person
45.795825,-122.69804,0.000160089650204,"98642 - 2 companies - Graticle, Placement Spot - 0.000160089650204 per person"
40.759246,-111.86371,0.000114784205693,"84102 - 2 companies - SiteQuest Technologies, vunite media - 0.000114784205693 per person"
